% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
13065 +3.825043319e+06 +3.825043319e+06 +3.824976119e+06 +3.824976119e+06 +2.7338e-02 -3.2732e+00 -1.7903e+00 +3.2554e-01 +1.5345e+00 -3.9953e-01 -3.5601e+00 +2.6236e+00 +1.7042e+00 +6.2697e-01 +2.5320e-02 +2.5633e+00 -2.9083e+00 +2.5449e+00 -2.5764e+00 +2.8306e+00 -2.8697e+00 +3.1135e+00 -1.9777e+00 +1.9909e+00
13923 +2.404068894e+06 +2.404068894e+06 +2.404001694e+06 +2.404001694e+06 +1.8049e-01 -3.2517e+00 -2.0468e+00 +4.0836e-01 +1.6697e+00 -2.4909e-01 -3.6748e+00 +2.8480e+00 +1.8332e+00 +5.0305e-01 +6.1896e-02 +2.3005e+00 -2.9931e+00 +2.4851e+00 -2.5265e+00 +3.1041e+00 -2.8790e+00 +3.3285e+00 -2.1210e+00 +2.0535e+00
14465 +1.510786215e+06 +1.510786215e+06 +1.510719015e+06 +1.510719015e+06 -9.8292e-02 -3.1608e+00 -1.9601e+00 +8.8863e-02 +1.5952e+00 -1.6401e-01 -3.7129e+00 +2.8909e+00 +1.9693e+00 +4.4502e-01 +1.9360e-01 +2.5468e+00 -3.0369e+00 +2.7106e+00 -2.7863e+00 +3.2211e+00 -3.1154e+00 +3.3787e+00 -2.1743e+00 +2.0161e+00
14839 +9.996576947e+05 +9.996576947e+05 +9.995904947e+05 +9.995904947e+05 +3.4992e-02 -3.2435e+00 -1.9228e+00 +2.9865e-01 +1.4312e+00 +1.3288e-01 -3.8267e+00 +2.9433e+00 +1.9498e+00 +5.5075e-01 +1.0198e-01 +2.7298e+00 -2.9238e+00 +2.8149e+00 -2.8780e+00 +3.3999e+00 -3.1333e+00 +3.3858e+00 -2.3207e+00 +1.9879e+00
15561 +6.278068423e+05 +6.278068423e+05 +6.277396423e+05 +6.277396423e+05 +2.5558e-01 -2.9867e+00 -2.2060e+00 +3.2761e-01 +1.5837e+00 +2.3392e-01 -3.7123e+00 +2.9104e+00 +2.1522e+00 +5.2113e-01 +1.2305e-01 +2.5223e+00 -2.8502e+00 +2.8686e+00 -2.8373e+00 +3.5827e+00 -3.1333e+00 +3.3368e+00 -2.4393e+00 +1.8959e+00
15964 +3.726072447e+05 +3.726072447e+05 +3.725400447e+05 +3.725400447e+05 +1.3458e-01 -2.9015e+00 -2.1499e+00 +1.6818e-01 +1.4921e+00 +2.0291e-01 -3.7503e+00 +2.9579e+00 +2.3635e+00 +4.9754e-01 +6.0600e-02 +2.5798e+00 -3.1308e+00 +2.9511e+00 -2.9492e+00 +3.6232e+00 -3.1801e+00 +3.4453e+00 -2.3669e+00 +2.0052e+00
16217 +2.252195552e+05 +2.252195552e+05 +2.251523552e+05 +2.251523552e+05 +2.1897e-01 -2.8209e+00 -2.2094e+00 +2.0007e-01 +1.6098e+00 +2.8796e-01 -3.8055e+00 +3.1063e+00 +2.3217e+00 +5.6676e-01 +7.8383e-02 +2.5455e+00 -3.1152e+00 +2.9460e+00 -2.9980e+00 +3.6852e+00 -3.2829e+00 +3.4140e+00 -2.4926e+00 +2.0376e+00
16815 +1.283371214e+05 +1.283371214e+05 +1.282699214e+05 +1.282699214e+05 +2.2626e-01 -2.8505e+00 -2.3320e+00 +2.5878e-01 +1.5867e+00 +3.8139e-01 -3.8117e+00 +3.0975e+00 +2.3198e+00 +3.6080e-01 +1.0093e-01 +2.6678e+00 -3.1289e+00 +2.9617e+00 -3.0038e+00 +3.7472e+00 -3.4166e+00 +3.4428e+00 -2.5027e+00 +2.1050e+00
17219 +8.487674122e+04 +8.487674122e+04 +8.480954122e+04 +8.480954122e+04 +2.8233e-01 -2.8414e+00 -2.4890e+00 +3.1529e-01 +1.5765e+00 +3.4133e-01 -3.8411e+00 +3.1627e+00 +2.3994e+00 +4.4042e-01 +1.4497e-01 +2.4735e+00 -3.0248e+00 +2.8857e+00 -3.1558e+00 +3.7091e+00 -3.2453e+00 +3.6061e+00 -2.3662e+00 +2.1978e+00
17485 +5.875778320e+04 +5.875778320e+04 +5.869058320e+04 +5.869058320e+04 +2.8617e-01 -2.8067e+00 -2.4138e+00 +2.7686e-01 +1.6151e+00 +2.9240e-01 -3.7862e+00 +3.2300e+00 +2.3727e+00 +4.5783e-01 +2.2766e-01 +2.6195e+00 -3.1019e+00 +2.9025e+00 -3.1922e+00 +3.7340e+00 -3.3422e+00 +3.5235e+00 -2.4206e+00 +2.1695e+00
% function evaluation | noise-free fitness - Fopt (-7.010000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.883992315e+08 +3.883992315e+08 +3.883992245e+08 +3.883992245e+08 +6.7566e-01 +3.2597e-01 -1.7080e+00 -5.3802e-01 -1.4802e+00 +1.4709e+00 -4.0054e-01 -3.7106e+00 +3.6202e+00 -1.7698e+00 +8.7323e-01 +1.6500e+00 -2.0239e+00 -1.1662e+00 +1.9603e+00 -1.6908e+00 -3.5663e+00 -2.0433e-01 -3.4681e+00 -2.0183e+00
21 +1.558390243e+08 +1.558390243e+08 +1.558390172e+08 +1.558390172e+08 +9.2726e-01 +1.6166e+00 -2.0162e+00 -9.5521e-01 +2.0109e+00 +2.4088e+00 -1.6952e+00 +2.2927e+00 -5.7432e-01 +3.2422e+00 -3.2115e+00 +9.5387e-01 -5.5758e-01 +2.3210e+00 +5.2600e-01 +8.1901e-02 +3.3685e+00 +6.4893e-01 +4.9955e-01 -2.2686e+00
986 +9.930534982e+07 +9.930534982e+07 +9.930534281e+07 +9.930534281e+07 +1.4430e-01 +1.8715e+00 -3.0137e+00 +3.9564e+00 -2.6609e+00 -1.5472e-01 -6.6657e-01 -1.0079e+00 -3.3244e+00 +1.0152e+00 -1.7971e+00 +2.9668e+00 +2.6903e+00 +2.6149e-01 +3.1010e-02 -2.3512e-02 +3.0176e+00 +7.7570e-01 +1.6409e+00 -1.8868e+00
3239 +6.278978125e+07 +6.278978125e+07 +6.278977424e+07 +6.278977424e+07 +3.2306e-01 +2.0247e+00 -2.9017e+00 +3.9524e+00 -2.1366e+00 -4.3740e-01 -1.1656e+00 -1.2771e+00 -3.1688e+00 +1.7869e+00 -1.9890e+00 +2.2466e+00 +2.5951e+00 +2.5294e-01 -7.6048e-02 +1.1024e-01 +3.0510e+00 +1.5126e-01 +1.7562e+00 -2.1114e+00
5383 +3.829089847e+07 +3.829089847e+07 +3.829089146e+07 +3.829089146e+07 +3.6648e-01 +2.3602e+00 -2.9737e+00 +3.8774e+00 -1.6885e+00 -5.8358e-01 -1.4854e+00 -1.4718e+00 -3.1266e+00 +2.6145e+00 -2.3437e+00 +1.8629e+00 +2.7309e+00 +1.1885e-01 -3.1874e-01 +8.2525e-01 +2.9542e+00 -2.1578e-01 +1.8436e+00 -2.4901e+00
7161 +2.476153679e+07 +2.476153679e+07 +2.476152978e+07 +2.476152978e+07 +4.2502e-01 +2.2353e+00 -3.0937e+00 +3.7626e+00 -1.2628e+00 -9.6468e-01 -1.7815e+00 -1.6807e+00 -3.0651e+00 +3.1309e+00 -2.2803e+00 +1.6372e+00 +2.8013e+00 -1.1156e-01 -8.5593e-01 +1.3013e+00 +3.1194e+00 -6.0469e-01 +1.8947e+00 -2.9596e+00
8662 +1.570127441e+07 +1.570127441e+07 +1.570126740e+07 +1.570126740e+07 +2.4265e-01 +2.7484e+00 -2.9544e+00 +3.6911e+00 -1.0390e+00 -1.0760e+00 -1.8481e+00 -1.5371e+00 -2.7409e+00 +3.1625e+00 -2.5438e+00 +9.0422e-01 +2.9852e+00 -1.6409e-01 -1.1632e+00 +1.2880e+00 +2.7027e+00 -1.0829e+00 +2.2479e+00 -3.2062e+00
9912 +9.972476340e+06 +9.972476340e+06 +9.972469330e+06 +9.972469330e+06 +2.2952e-01 +2.8875e+00 -2.9655e+00 +3.6287e+00 -8.9488e-01 -1.3061e+00 -2.2418e+00 -1.7964e+00 -2.8686e+00 +3.0978e+00 -2.2483e+00 +7.8119e-01 +3.4113e+00 +1.4213e-02 -1.6566e+00 +1.6785e+00 +3.0708e+00 -1.6380e+00 +2.3125e+00 -3.5190e+00
11162 +6.228431010e+06 +6.228431010e+06 +6.228424000e+06 +6.228424000e+06 +4.0112e-01 +3.0386e+00 -3.0833e+00 +3.8122e+00 -8.0722e-01 -1.6968e+00 -2.4097e+00 -1.7638e+00 -3.0085e+00 +2.9591e+00 -2.3071e+00 +6.6706e-01 +3.4514e+00 -2.3861e-02 -2.1017e+00 +1.8393e+00 +2.5976e+00 -1.9045e+00 +2.7206e+00 -3.2445e+00
12282 +3.963630784e+06 +3.963630784e+06 +3.963623774e+06 +3.963623774e+06 +2.3540e-01 +3.4570e+00 -3.1943e+00 +3.6766e+00 -6.2653e-01 -1.6990e+00 -2.4123e+00 -1.5852e+00 -3.1860e+00 +3.3486e+00 -2.7031e+00 +6.6335e-01 +3.7135e+00 -1.3454e-01 -2.0650e+00 +1.9582e+00 +2.6754e+00 -2.0902e+00 +2.5956e+00 -3.6150e+00
12946 +2.436737061e+06 +2.436737061e+06 +2.436730051e+06 +2.436730051e+06 +1.9612e-01 +3.3922e+00 -3.4792e+00 +3.6702e+00 -6.1120e-01 -1.9298e+00 -2.7454e+00 -1.2807e+00 -3.0654e+00 +3.2052e+00 -2.6745e+00 +6.5536e-01 +3.6306e+00 -5.0826e-02 -2.3129e+00 +2.1616e+00 +2.5486e+00 -2.3323e+00 +2.6953e+00 -3.4909e+00
13661 +1.497207004e+06 +1.497207004e+06 +1.497199994e+06 +1.497199994e+06 +1.6089e-01 +3.5065e+00 -3.5959e+00 +3.6925e+00 -3.6483e-01 -2.0325e+00 -2.6464e+00 -1.2391e+00 -3.0324e+00 +3.1517e+00 -2.7334e+00 +4.9980e-01 +3.6246e+00 -1.0594e-02 -2.4283e+00 +2.4493e+00 +2.4219e+00 -2.4752e+00 +2.8617e+00 -3.6392e+00
13942 +9.691704473e+05 +9.691704473e+05 +9.691634373e+05 +9.691634373e+05 +1.3111e-01 +3.7426e+00 -3.6263e+00 +3.7329e+00 -3.2884e-01 -1.9684e+00 -2.9459e+00 -1.2203e+00 -2.9857e+00 +3.4060e+00 -2.7997e+00 +5.7260e-01 +3.6937e+00 -1.9310e-01 -2.4248e+00 +2.5691e+00 +2.6026e+00 -2.5040e+00 +2.8503e+00 -3.8137e+00
14311 +5.941595629e+05 +5.941595629e+05 +5.941525529e+05 +5.941525529e+05 +1.8010e-01 +3.9017e+00 -3.5700e+00 +3.7450e+00 -3.5701e-01 -2.1116e+00 -2.9725e+00 -1.2642e+00 -3.0377e+00 +3.5030e+00 -2.7321e+00 +4.8788e-01 +3.6534e+00 -1.0553e-01 -2.4148e+00 +2.7958e+00 +2.4590e+00 -2.4621e+00 +3.0745e+00 -3.8450e+00
14702 +3.765717204e+05 +3.765717204e+05 +3.765647104e+05 +3.765647104e+05 +9.8025e-02 +4.0837e+00 -3.5753e+00 +3.8336e+00 -4.3885e-01 -2.2404e+00 -3.0762e+00 -1.3397e+00 -3.3362e+00 +3.5758e+00 -2.7226e+00 +4.9586e-01 +3.6378e+00 -1.3617e-01 -2.4686e+00 +2.8772e+00 +2.5033e+00 -2.6280e+00 +3.0666e+00 -3.8257e+00
15184 +2.418070204e+05 +2.418070204e+05 +2.418000104e+05 +2.418000104e+05 +6.5738e-02 +4.1365e+00 -3.6997e+00 +3.8214e+00 -1.8627e-01 -2.2482e+00 -3.0761e+00 -1.2667e+00 -3.3484e+00 +3.5390e+00 -2.8449e+00 +4.0789e-01 +3.4401e+00 +7.0674e-02 -2.6900e+00 +2.8710e+00 +2.6411e+00 -2.7090e+00 +3.1334e+00 -3.7761e+00
15444 +1.450875146e+05 +1.450875146e+05 +1.450805046e+05 +1.450805046e+05 +1.8540e-01 +4.0008e+00 -3.5463e+00 +3.8464e+00 -3.6951e-01 -2.3100e+00 -3.0107e+00 -1.2384e+00 -3.3572e+00 +3.4588e+00 -2.8734e+00 +3.7649e-01 +3.3341e+00 -1.1985e-01 -2.7330e+00 +2.9350e+00 +2.4927e+00 -2.6360e+00 +3.0616e+00 -4.0237e+00
15691 +9.946473674e+04 +9.946473674e+04 +9.945772674e+04 +9.945772674e+04 +7.4306e-02 +4.0497e+00 -3.5680e+00 +3.8613e+00 -2.3427e-01 -2.2079e+00 -3.0656e+00 -1.3154e+00 -3.2188e+00 +3.5643e+00 -2.8296e+00 +3.5673e-01 +3.3383e+00 -8.5674e-02 -2.5541e+00 +2.9854e+00 +2.4469e+00 -2.8700e+00 +3.0411e+00 -3.8279e+00
18195 +5.490610703e+04 +5.490610703e+04 +5.489909703e+04 +5.489909703e+04 -2.2133e-02 +3.9291e+00 -3.5606e+00 +3.8669e+00 -2.6179e-01 -2.2934e+00 -3.1740e+00 -1.3032e+00 -3.2539e+00 +3.5856e+00 -2.9061e+00 +3.2598e-01 +3.2668e+00 -2.1311e-01 -2.7192e+00 +2.8072e+00 +2.4708e+00 -2.7572e+00 +3.1183e+00 -3.8228e+00
19232 +3.978960430e+04 +3.978960430e+04 +3.978259430e+04 +3.978259430e+04 +8.2053e-02 +3.8752e+00 -3.5738e+00 +3.8971e+00 -3.2759e-01 -2.4177e+00 -3.1496e+00 -1.0951e+00 -3.4420e+00 +3.6186e+00 -2.8707e+00 +3.4496e-01 +3.1746e+00 -2.0310e-01 -2.8022e+00 +2.7582e+00 +2.5391e+00 -2.8309e+00 +3.1067e+00 -3.9242e+00
% function evaluation | noise-free fitness - Fopt (-1.297300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.787046878e+08 +3.787046878e+08 +3.787045581e+08 +3.787045581e+08 +3.6753e+00 -2.8287e-01 +1.5656e+00 -3.2787e+00 -3.7192e+00 -1.5003e+00 -1.1526e+00 +3.3819e+00 +1.0682e-01 -3.8328e+00 +1.1569e+00 +6.8175e-01 +2.1787e+00 +5.4938e-01 +2.6328e+00 +1.2508e+00 -1.4476e+00 -2.8770e+00 +1.9967e+00 -2.3772e+00
11 +2.332632932e+08 +2.332632932e+08 +2.332631635e+08 +2.332631635e+08 +1.6863e+00 +2.9144e+00 +2.1521e+00 -1.1237e+00 -5.1287e-01 +1.1002e+00 +1.9534e+00 +1.0190e+00 +1.5493e+00 -3.5044e+00 +1.2119e+00 -2.8682e+00 -1.0794e+00 +3.5387e+00 +3.8532e+00 +1.1929e+00 -8.1320e-01 +2.4139e+00 -2.2373e+00 +1.5038e+00
206 +1.230976376e+08 +1.230976376e+08 +1.230975079e+08 +1.230975079e+08 +3.3036e+00 -7.7148e-01 -9.2534e-02 +1.4961e+00 -2.6362e+00 +1.0442e+00 +1.1044e-02 +1.6135e+00 -4.6769e-01 -1.6371e+00 +9.0941e-01 -1.0115e+00 -1.5363e+00 -6.4688e-01 -1.4785e+00 +3.6807e-01 +1.5141e-01 +1.8843e+00 -1.0127e+00 +9.1922e-01
1134 +9.990493243e+07 +9.990493243e+07 +9.990480270e+07 +9.990480270e+07 +3.3445e+00 -1.0838e+00 -1.1878e-01 +1.3894e+00 -2.6466e+00 +1.2441e+00 +2.2289e-01 +1.6772e+00 -4.9597e-01 -1.8670e+00 +1.0722e+00 -1.4071e+00 -1.6663e+00 -7.5300e-01 -1.3805e+00 +4.9544e-01 +6.5910e-01 +2.0323e+00 -1.2219e+00 +7.4300e-01
3354 +6.250047226e+07 +6.250047226e+07 +6.250034253e+07 +6.250034253e+07 +3.3279e+00 -1.4086e+00 -3.2045e-02 +9.5167e-01 -2.7612e+00 +1.6153e+00 -3.2247e-01 +1.3767e+00 +1.3707e-01 -2.3735e+00 +6.8338e-01 -1.5463e+00 -1.3647e+00 -7.1568e-01 -2.9650e-01 +8.0040e-01 +1.2119e+00 +1.9244e+00 -1.1531e+00 -2.1620e-02
5647 +3.979875378e+07 +3.979875378e+07 +3.979862405e+07 +3.979862405e+07 +3.3348e+00 -1.7024e+00 +3.1363e-01 +1.2400e+00 -2.4683e+00 +2.0535e+00 -9.9200e-02 +8.0801e-01 +8.4308e-01 -2.7446e+00 +4.0465e-01 -1.8222e+00 -1.7883e+00 -1.3461e+00 +1.1024e-01 +8.8754e-01 +1.5486e+00 +1.8127e+00 -9.7819e-01 -3.8849e-01
7882 +2.500172624e+07 +2.500172624e+07 +2.500159651e+07 +2.500159651e+07 +3.4466e+00 -2.3147e+00 +6.7326e-02 +1.0957e+00 -2.9851e+00 +2.3517e+00 +2.1944e-01 +7.1592e-01 +1.5767e+00 -2.8402e+00 +2.1339e-01 -2.1551e+00 -2.3660e+00 -1.1963e+00 +5.0625e-01 +1.0297e+00 +1.9049e+00 +1.5386e+00 -5.4131e-01 -1.0487e+00
9653 +1.532669383e+07 +1.532669383e+07 +1.532656410e+07 +1.532656410e+07 +3.6082e+00 -2.6857e+00 +5.6120e-01 +8.4976e-01 -2.9837e+00 +2.5806e+00 +1.3992e-01 +4.6009e-01 +2.0183e+00 -3.1743e+00 +2.1429e-01 -2.2264e+00 -2.3235e+00 -1.5294e+00 +8.2057e-01 +5.3531e-01 +1.8524e+00 +1.8748e+00 +1.2902e-01 -1.4108e+00
11049 +9.978734109e+06 +9.978734109e+06 +9.978604379e+06 +9.978604379e+06 +3.7863e+00 -2.9303e+00 +6.7730e-01 +9.9655e-01 -2.7552e+00 +2.9723e+00 +2.5466e-01 +5.2409e-02 +2.3562e+00 -3.1130e+00 +9.6939e-02 -2.4127e+00 -2.4752e+00 -1.4066e+00 +9.6053e-01 +2.8339e-01 +1.8345e+00 +2.0166e+00 +1.3264e-01 -1.6427e+00
12157 +6.245591562e+06 +6.245591562e+06 +6.245461832e+06 +6.245461832e+06 +4.0255e+00 -3.0353e+00 +8.9854e-01 +9.7557e-01 -2.3925e+00 +3.2260e+00 +3.4010e-01 -9.8801e-02 +2.6452e+00 -2.8799e+00 -2.3484e-01 -2.6768e+00 -2.6368e+00 -1.5802e+00 +7.7225e-01 +3.0590e-01 +1.9578e+00 +1.7359e+00 +3.3459e-01 -1.9755e+00
12931 +3.975051471e+06 +3.975051471e+06 +3.974921741e+06 +3.974921741e+06 +4.1456e+00 -3.1460e+00 +8.7135e-01 +8.1877e-01 -2.8609e+00 +3.2719e+00 +5.2546e-01 -3.6403e-01 +2.8604e+00 -2.9855e+00 -5.3959e-01 -2.9313e+00 -2.7374e+00 -1.4871e+00 +9.2273e-01 +2.7805e-01 +1.9449e+00 +1.9286e+00 +3.0389e-01 -2.0505e+00
13807 +2.373424591e+06 +2.373424591e+06 +2.373294861e+06 +2.373294861e+06 +4.1545e+00 -3.2814e+00 +1.0103e+00 +7.1402e-01 -2.2860e+00 +3.4561e+00 +3.8906e-01 -5.0431e-01 +2.9499e+00 -2.8218e+00 -7.3434e-01 -2.8982e+00 -2.7321e+00 -1.5580e+00 +8.5442e-01 +1.9845e-01 +2.2270e+00 +2.2133e+00 +6.3884e-01 -2.0204e+00
14312 +1.448435052e+06 +1.448435052e+06 +1.448305322e+06 +1.448305322e+06 +4.2797e+00 -3.4391e+00 +9.9403e-01 +5.3053e-01 -2.3524e+00 +3.6535e+00 +4.6383e-01 -4.8304e-01 +3.0788e+00 -2.8441e+00 -1.0426e+00 -2.9854e+00 -2.8144e+00 -1.6219e+00 +9.3775e-01 +3.3701e-01 +2.3574e+00 +2.2122e+00 +6.2250e-01 -2.1839e+00
14571 +9.831067007e+05 +9.831067007e+05 +9.829769707e+05 +9.829769707e+05 +4.2723e+00 -3.5210e+00 +8.5255e-01 +6.3155e-01 -2.5332e+00 +3.6466e+00 +5.8522e-01 -7.1516e-01 +3.1900e+00 -3.1498e+00 -1.1010e+00 -3.1496e+00 -2.8139e+00 -1.6478e+00 +9.4544e-01 +1.8399e-01 +2.1487e+00 +2.1661e+00 +7.4488e-01 -2.3276e+00
15301 +6.237039050e+05 +6.237039050e+05 +6.235741750e+05 +6.235741750e+05 +4.3944e+00 -3.5031e+00 +9.4795e-01 +6.6786e-01 -2.5590e+00 +3.6145e+00 +6.7003e-01 -7.5104e-01 +3.3788e+00 -2.9264e+00 -9.8330e-01 -3.0584e+00 -2.8265e+00 -1.6227e+00 +8.5442e-01 +1.4283e-01 +2.4466e+00 +2.2108e+00 +8.5845e-01 -2.2448e+00
15442 +3.837756050e+05 +3.837756050e+05 +3.836458750e+05 +3.836458750e+05 +4.4952e+00 -3.5734e+00 +9.6744e-01 +5.8451e-01 -2.5319e+00 +3.8153e+00 +7.6509e-01 -8.2116e-01 +3.3060e+00 -3.0580e+00 -1.0554e+00 -3.1610e+00 -2.8817e+00 -1.7388e+00 +1.0111e+00 +5.1244e-02 +2.3631e+00 +2.2525e+00 +9.5761e-01 -2.4372e+00
15698 +2.363983548e+05 +2.363983548e+05 +2.362686248e+05 +2.362686248e+05 +4.4827e+00 -3.4994e+00 +8.6785e-01 +4.9334e-01 -2.5710e+00 +3.7411e+00 +6.7181e-01 -9.1995e-01 +3.5455e+00 -3.0874e+00 -1.2420e+00 -3.0981e+00 -3.0422e+00 -1.6725e+00 +1.1263e+00 +2.5225e-02 +2.5034e+00 +2.2201e+00 +9.7458e-01 -2.3967e+00
15962 +1.567942076e+05 +1.567942076e+05 +1.566644776e+05 +1.566644776e+05 +4.5351e+00 -3.4917e+00 +1.0044e+00 +7.0503e-01 -2.5614e+00 +3.7862e+00 +6.2355e-01 -9.3407e-01 +3.4443e+00 -2.9220e+00 -1.3974e+00 -3.1418e+00 -3.1864e+00 -1.6117e+00 +1.1679e+00 +3.9286e-02 +2.5712e+00 +2.2820e+00 +8.6441e-01 -2.5174e+00
16224 +8.588922696e+04 +8.588922696e+04 +8.575949696e+04 +8.575949696e+04 +4.3986e+00 -3.6171e+00 +1.0983e+00 +7.1549e-01 -2.5012e+00 +3.7815e+00 +5.8778e-01 -9.9323e-01 +3.4399e+00 -3.0203e+00 -1.3028e+00 -3.1320e+00 -3.1877e+00 -1.6811e+00 +1.0429e+00 +4.8028e-02 +2.5801e+00 +2.4446e+00 +8.5656e-01 -2.3843e+00
17072 +6.240461905e+04 +6.240461905e+04 +6.227488905e+04 +6.227488905e+04 +4.3845e+00 -3.6925e+00 +9.8201e-01 +5.6940e-01 -2.6270e+00 +3.8253e+00 +6.4106e-01 -9.6908e-01 +3.4303e+00 -2.9234e+00 -1.2922e+00 -3.2455e+00 -3.2061e+00 -1.6505e+00 +1.0491e+00 -2.8446e-02 +2.5812e+00 +2.2884e+00 +1.0223e+00 -2.4137e+00
27463 +3.805342371e+04 +3.805342371e+04 +3.792369371e+04 +3.792369371e+04 +2.6388e+00 -4.2660e+00 +2.2664e+00 +2.9863e-01 -1.5644e+00 +2.5996e+00 +5.5099e-01 -9.3517e-01 +4.1354e+00 -4.5246e+00 -1.0556e+00 -3.8307e+00 -3.9914e+00 -1.6425e+00 +2.9334e+00 -4.8687e-02 +1.9194e+00 +1.9268e+00 +1.2120e+00 -2.1280e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.037927332e+08 +3.037927332e+08 +3.037937332e+08 +3.037937332e+08 +9.3213e-01 +2.7683e+00 -1.3906e+00 -2.6386e+00 -3.0483e+00 -6.9222e-01 +1.3229e+00 +6.0241e-01 +1.0301e+00 +1.9265e+00 -6.8473e-01 -9.5341e-01 +1.8731e-01 -1.3776e+00 +3.0461e+00 +1.6236e+00 -5.7669e-01 +3.0294e+00 -3.3192e+00 -3.1790e+00
7 +2.380152029e+08 +2.380152029e+08 +2.380162029e+08 +2.380162029e+08 +3.8268e-02 -1.4545e+00 +6.5350e-01 +2.2413e+00 -4.3797e-01 +3.4737e+00 -6.4006e-01 +3.6586e-01 +1.9520e+00 +2.3074e+00 +2.1502e+00 +2.0612e+00 -3.5306e+00 -3.4282e+00 +2.1370e+00 +2.2029e-01 -1.6210e-01 +3.2164e+00 -1.7059e+00 +7.4307e-01
22 +1.303974816e+08 +1.303974816e+08 +1.303984816e+08 +1.303984816e+08 -2.9144e-01 -1.3842e+00 +1.1051e+00 +7.0219e-01 +8.8792e-02 +2.7438e+00 -2.2085e+00 +7.6317e-01 +4.1396e-01 +2.3636e+00 +2.2595e+00 +2.9944e+00 -4.7578e-01 -2.5646e+00 +3.5258e-01 +1.2694e+00 +1.7190e-01 +9.8134e-01 -1.4025e+00 -2.5663e+00
81 +7.547806509e+07 +7.547806509e+07 +7.547906509e+07 +7.547906509e+07 +5.6639e-01 -3.7898e-01 -7.1852e-01 -2.5936e+00 +2.4002e+00 +1.4584e+00 +1.2090e+00 -4.1326e-01 +1.0413e+00 +2.6166e+00 +3.3384e+00 -6.5169e-02 -9.6689e-01 +1.0762e+00 +3.6592e-01 +1.1527e+00 -2.1649e+00 +1.0889e-02 +1.1600e+00 +9.2519e-01
85 +5.509235150e+07 +5.509235150e+07 +5.509335150e+07 +5.509335150e+07 -6.0076e-01 +8.7377e-02 -2.0533e+00 -2.6397e+00 +1.6543e+00 +1.5106e+00 +2.6062e+00 +7.8314e-01 +1.9495e+00 +3.1124e+00 +3.3995e+00 -8.3156e-02 +2.0490e-01 +1.0250e+00 -1.1987e+00 +2.5914e+00 -2.3164e+00 +1.7309e-01 +1.7774e+00 -9.9812e-01
335 +3.896778972e+07 +3.896778972e+07 +3.896878972e+07 +3.896878972e+07 -8.8219e-01 -9.6528e-02 -1.1202e+00 +4.5012e-01 +4.5034e-01 -2.5518e-01 +2.6562e+00 +4.6858e-01 +1.7910e+00 +2.6292e+00 +3.2182e+00 -2.8360e-01 -5.5888e-01 -1.1071e+00 -1.4647e+00 +5.3939e-01 -1.9687e+00 -1.8584e+00 +1.6745e+00 -8.9566e-01
1113 +2.497939310e+07 +2.497939310e+07 +2.498039310e+07 +2.498039310e+07 -1.5228e+00 +1.1420e-01 -1.2353e+00 -2.0901e-01 +1.0110e-01 +6.6339e-02 +2.6495e+00 +2.9304e-01 +1.5281e+00 +2.7500e+00 +3.2630e+00 -5.9987e-02 -5.9712e-01 -7.5877e-01 -1.4728e+00 +2.0978e+00 -8.7701e-01 -1.6539e+00 +1.8302e+00 -2.1156e-01
2498 +1.549669516e+07 +1.549669516e+07 +1.549769516e+07 +1.549769516e+07 -1.9484e+00 +3.3726e-01 -1.6299e+00 -4.7790e-01 -8.9521e-02 +3.4094e-02 +2.3912e+00 +7.5016e-02 +9.9416e-01 +3.0898e+00 +3.1687e+00 -2.6277e-01 -1.0005e+00 -1.1878e+00 -1.3263e+00 +2.2752e+00 -4.7042e-01 -1.6656e+00 +1.7804e+00 -6.0808e-01
3882 +9.740850044e+06 +9.740850044e+06 +9.741850044e+06 +9.741850044e+06 -2.0356e+00 +5.1947e-01 -1.5628e+00 -4.5165e-01 -1.5021e-01 -2.8930e-02 +2.3095e+00 -7.0031e-02 +5.7838e-01 +3.3295e+00 +3.1160e+00 +4.4798e-02 -1.0735e+00 -1.2213e+00 -1.0963e+00 +2.5299e+00 -7.3677e-02 -1.2840e+00 +2.1809e+00 -9.5332e-01
4994 +6.212342114e+06 +6.212342114e+06 +6.213342114e+06 +6.213342114e+06 -1.9194e+00 +6.8473e-01 -1.4877e+00 -5.2642e-01 -2.8471e-01 -2.7251e-01 +2.0346e+00 -7.9010e-02 +2.7207e-01 +3.7333e+00 +2.9500e+00 +9.3707e-02 -1.0938e+00 -1.2908e+00 -8.1623e-01 +2.3221e+00 +2.7422e-01 -1.0055e+00 +2.1957e+00 -1.1174e+00
